mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4.1,"296 km WSW of Tual, Indonesia",1635016149929,1635657995040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fph1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fph1&format=geojson,,,,,reviewed,0,259,us,7000fph1,",us7000fph1,",",us,",",origin,phase-data,",,1.667,0.68,104.0,mb,earthquake,"M 4.1 - 296 km WSW of Tual, Indonesia"
0.69,"3km W of Lake Henshaw, CA",1635016140180,1635176218727,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840879,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840879&format=geojson,,,,,reviewed,0,7,ci,39840879,",ci39840879,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.02915,0.15,36.0,ml,earthquake,"M 0.7 - 3km W of Lake Henshaw, CA"
1.21,"33 km WSW of Enterprise, Utah",1635015613740,1635179135700,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60464417,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60464417&format=geojson,,,,,reviewed,0,23,uu,60464417,",uu60464417,",",uu,",",origin,phase-data,",9.0,0.1651,0.05,107.0,md,earthquake,"M 1.2 - 33 km WSW of Enterprise, Utah"
1.6,"29 km SE of Mina, Nevada",1635015209341,1635449169944,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00826483,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00826483&format=geojson,,,,,reviewed,0,39,nn,00826483,",nn00826483,",",nn,",",origin,phase-data,",13.0,0.033,0.1198,112.22,ml,earthquake,"M 1.6 - 29 km SE of Mina, Nevada"
2.5,"77 km NW of Yakutat, Alaska",1635015108361,1635021548040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021dlu3kh7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021dlu3kh7&format=geojson,,,,,automatic,0,96,ak,021dlu3kh7,",us6000fx2h,ak021dlu3kh7,",",us,ak,",",origin,phase-data,",,,0.74,,ml,earthquake,"M 2.5 - 77 km NW of Yakutat, Alaska"
0.85,"11km WNW of The Geysers, CA",1635015067270,1635018251427,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643610,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643610&format=geojson,,,,,automatic,0,11,nc,73643610,",nc73643610,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.008831,0.04,74.0,md,earthquake,"M 0.9 - 11km WNW of The Geysers, CA"
0.5,"7km NW of The Geysers, CA",1635014854150,1635015671029,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643605,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643605&format=geojson,,,,,automatic,0,4,nc,73643605,",nc73643605,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.009664,0.01,105.0,md,earthquake,"M 0.5 - 7km NW of The Geysers, CA"
1.36,"5km ENE of Boonville, CA",1635014557860,1635983532551,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643600,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643600&format=geojson,,,,,reviewed,0,28,nc,73643600,",nc73643600,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.04625,0.03,90.0,md,earthquake,"M 1.4 - 5km ENE of Boonville, CA"
0.97,"8km WNW of Cobb, CA",1635014422830,1635016813138,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643595,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643595&format=geojson,,,,,automatic,0,14,nc,73643595,",nc73643595,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01115,0.04,51.0,md,earthquake,"M 1.0 - 8km WNW of Cobb, CA"
1.24,"5km W of Devore, CA",1635014345870,1635175853864,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840871&format=geojson,,,,,reviewed,0,24,ci,39840871,",ci39840871,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",50.0,0.03066,0.15,32.0,ml,earthquake,"M 1.2 - 5km W of Devore, CA"
1.88,"5km WSW of Devore, CA",1635014226460,1635174916401,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840863&format=geojson,,,,,reviewed,0,54,ci,39840863,",ci39840863,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",78.0,0.02998,0.18,17.0,ml,earthquake,"M 1.9 - 5km WSW of Devore, CA"
0.56,"28 km ENE of Condon, Montana",1635014102090,1635185973970,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80528044,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80528044&format=geojson,,,,,reviewed,0,5,mb,80528044,",mb80528044,",",mb,",",origin,phase-data,",10.0,0.412,0.15,137.0,ml,earthquake,"M 0.6 - 28 km ENE of Condon, Montana"
0.29,"81 km W of Adak, Alaska",1635013251980,1635060636210,,https://earthquake.usgs.gov/earthquakes/eventpage/av91042843,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91042843&format=geojson,,,,,reviewed,0,1,av,91042843,",av91042843,",",av,",",origin,phase-data,",4.0,,0.15,252.0,ml,earthquake,"M 0.3 - 81 km W of Adak, Alaska"
1.76,"12km WSW of Lake Hughes, CA",1635013089430,1635109293910,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840839,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840839&format=geojson,,,,,reviewed,0,48,ci,39840839,",ci39840839,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.04082,0.18,59.0,ml,earthquake,"M 1.8 - 12km WSW of Lake Hughes, CA"
0.67,"8km WSW of The Geysers, CA",1635011404180,1635898451120,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643580,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643580&format=geojson,,,,,reviewed,0,7,nc,73643580,",nc73643580,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.006536,0.03,188.0,md,earthquake,"M 0.7 - 8km WSW of The Geysers, CA"
1.41,"9 km ESE of Chickasha, Oklahoma",1635010975649,1635379277403,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021uuim,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021uuim&format=geojson,,,,,reviewed,0,31,ok,2021uuim,",ok2021uuim,",",ok,",",origin,phase-data,",27.0,0.09628110636,0.22,65.0,ml,earthquake,"M 1.4 - 9 km ESE of Chickasha, Oklahoma"
1.4,"36 km SSE of Goldfield, Nevada",1635010075525,1635462664565,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00826471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00826471&format=geojson,,,,,reviewed,0,30,nn,00826471,",nn00826471,",",nn,",",origin,phase-data,",13.0,0.146,0.2017,133.25,ml,earthquake,"M 1.4 - 36 km SSE of Goldfield, Nevada"
1.45,"16km S of Salton City, CA",1635009288170,1635108189920,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840815,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840815&format=geojson,,,,,reviewed,0,32,ci,39840815,",ci39840815,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",38.0,0.1156,0.2,39.0,ml,earthquake,"M 1.5 - 16km S of Salton City, CA"
1.31,"4km ENE of Boonville, CA",1635009261430,1635902110241,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643570,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643570&format=geojson,,,,,reviewed,0,26,nc,73643570,",nc73643570,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.0424,0.09,68.0,md,earthquake,"M 1.3 - 4km ENE of Boonville, CA"
1.8,"70 km NNE of Lake Minchumina, Alaska",1635009208237,1635009358845,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021dlt9xxz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021dlt9xxz&format=geojson,,,,,automatic,0,50,ak,021dlt9xxz,",ak021dlt9xxz,",",ak,",",origin,",,,0.81,,ml,earthquake,"M 1.8 - 70 km NNE of Lake Minchumina, Alaska"
1.4,"35 km SSW of Dry Creek, Alaska",1635008964323,1635009358701,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021dlt92s0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021dlt92s0&format=geojson,,,,,automatic,0,30,ak,021dlt92s0,",ak021dlt92s0,",",ak,",",origin,",,,0.23,,ml,earthquake,"M 1.4 - 35 km SSW of Dry Creek, Alaska"
2.0,"2 km NW of Lindsay, Texas",1635008698993,1635520770083,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021uuhg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021uuhg&format=geojson,,,,,reviewed,0,62,tx,2021uuhg,",tx2021uuhg,",",tx,",",origin,phase-data,",23.0,0.0168746814,0.2,44.0,ml,earthquake,"M 2.0 - 2 km NW of Lindsay, Texas"
0.66,"8km NW of The Geysers, CA",1635008445940,1635010272480,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643565,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643565&format=geojson,,,,,automatic,0,7,nc,73643565,",nc73643565,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01003,0.02,54.0,md,earthquake,"M 0.7 - 8km NW of The Geysers, CA"
0.84,"6km SSE of Loma Linda, CA",1635008309610,1635094264301,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840807,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840807&format=geojson,1.0,0.0,,,reviewed,0,11,ci,39840807,",ci39840807,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",29.0,0.086,0.17,97.0,ml,earthquake,"M 0.8 - 6km SSE of Loma Linda, CA"
1.08,"5km ESE of Pinnacles, CA",1635007830020,1635958691554,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643560,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643560&format=geojson,,,,,reviewed,0,18,nc,73643560,",nc73643560,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.0427,0.06,109.0,md,earthquake,"M 1.1 - 5km ESE of Pinnacles, CA"
1.33,"4km ENE of Boonville, CA",1635007632000,1635962832716,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643555,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643555&format=geojson,,,,,reviewed,0,27,nc,73643555,",nc73643555,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.04589,0.1,55.0,md,earthquake,"M 1.3 - 4km ENE of Boonville, CA"
2.00999999,"3 km SSE of P?hala, Hawaii",1635006694310,1635006891090,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72767052,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72767052&format=geojson,,,,,automatic,0,62,hv,72767052,",hv72767052,",",hv,",",origin,phase-data,",47.0,,0.100000001,103.0,md,earthquake,"M 2.0 - 3 km SSE of P?hala, Hawaii"
3.81,"47 km SE of Boca de Yuma, Dominican Republic",1635006557270,1635108802040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021296006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021296006&format=geojson,,,,,reviewed,0,223,pr,2021296006,",us6000fx1q,pr2021296006,",",us,pr,",",origin,phase-data,",28.0,0.4151,0.33,182.0,md,earthquake,"M 3.8 - 47 km SE of Boca de Yuma, Dominican Republic"
4.4,"198 km NE of Gisborne, New Zealand",1635006520867,1635786042040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fpgx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fpgx&format=geojson,,,,,reviewed,0,298,us,7000fpgx,",us7000fpgx,",",us,",",origin,phase-data,",,1.087,0.95,195.0,mb,earthquake,"M 4.4 - 198 km NE of Gisborne, New Zealand"
2.28,"6km SSW of Gilroy, CA",1635006515790,1635902652013,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643550,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643550&format=geojson,2.0,2.2,,,reviewed,0,80,nc,73643550,",nc73643550,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",68.0,0.00744,0.14,27.0,md,earthquake,"M 2.3 - 6km SSW of Gilroy, CA"
4.3,South Sandwich Islands region,1635006414270,1635786447040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fph0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fph0&format=geojson,,,,,reviewed,0,284,us,7000fph0,",us7000fph0,",",us,",",origin,phase-data,",,7.827,0.91,118.0,mb,earthquake,M 4.3 - South Sandwich Islands region
1.7,"79 km NW of Yakutat, Alaska",1635005792464,1635005992136,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021dlsp5ta,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021dlsp5ta&format=geojson,,,,,automatic,0,44,ak,021dlsp5ta,",ak021dlsp5ta,",",ak,",",origin,",,,0.74,,ml,earthquake,"M 1.7 - 79 km NW of Yakutat, Alaska"
0.31,"8km NW of The Geysers, CA",1635005708180,1635890652578,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643540,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643540&format=geojson,,,,,reviewed,0,1,nc,73643540,",nc73643540,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.01167,0.05,56.0,md,earthquake,"M 0.3 - 8km NW of The Geysers, CA"
2.67,"16km S of Salton City, CA",1635005570530,1635108664040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840791&format=geojson,1.0,2.5,,,reviewed,0,110,ci,39840791,",ci39840791,us6000fx1n,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",79.0,0.1182,0.2,29.0,ml,earthquake,"M 2.7 - 16km S of Salton City, CA"
1.3,"16km SSW of Gonzales, CA",1635005080640,1635901874212,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643525,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643525&format=geojson,,,,,reviewed,0,26,nc,73643525,",nc73643525,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.04087,0.07,90.0,md,earthquake,"M 1.3 - 16km SSW of Gonzales, CA"
1.6,"40 km SW of Dillon, Montana",1635004929200,1635097140510,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80527884,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80527884&format=geojson,,,,,reviewed,0,39,mb,80527884,",mb80527884,",",mb,",",origin,phase-data,",12.0,0.19,0.22,146.0,ml,earthquake,"M 1.6 - 40 km SW of Dillon, Montana"
3.1,"180 km W of Gold Beach, Oregon",1635004777664,1635108510040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000fx1k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000fx1k&format=geojson,,,,,reviewed,0,148,us,6000fx1k,",us6000fx1k,",",us,",",origin,phase-data,",,1.99,0.7,288.0,ml,earthquake,"M 3.1 - 180 km W of Gold Beach, Oregon"
0.96,"13km SW of Olancha, CA",1635004655960,1635174411070,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840783,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840783&format=geojson,,,,,reviewed,0,14,ci,39840783,",ci39840783,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.1465,0.13,161.0,ml,earthquake,"M 1.0 - 13km SW of Olancha, CA"
0.95,"14km SSW of Searles Valley, CA",1635004463450,1635101932977,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840775&format=geojson,,,,,reviewed,0,14,ci,39840775,",ci39840775,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.06473,0.18,123.0,ml,earthquake,"M 1.0 - 14km SSW of Searles Valley, CA"
0.54,"7km W of Idyllwild, CA",1635004384780,1635093342201,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840767&format=geojson,,,,,reviewed,0,4,ci,39840767,",ci39840767,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.06776,0.1,157.0,ml,earthquake,"M 0.5 - 7km W of Idyllwild, CA"
1.97,"4km ENE of El Sobrante, CA",1635003407560,1635992650464,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643520,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643520&format=geojson,,,,,reviewed,0,60,nc,73643520,",nc73643520,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",49.0,0.02091,0.08,66.0,md,earthquake,"M 2.0 - 4km ENE of El Sobrante, CA"
,"4km ENE of El Sobrante, CA",1635003405070,1635991155317,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643515,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643515&format=geojson,2.0,2.2,,,reviewed,0,0,nc,73643515,",nc73643515,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",55.0,0.02227,0.07,48.0,,earthquake,"M ? - 4km ENE of El Sobrante, CA"
1.4,"2km W of Walker, CA",1635003247860,1635323112136,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643510,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643510&format=geojson,,,,,reviewed,0,30,nc,73643510,",nc73643510,nn00826463,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01114,0.07,65.0,md,earthquake,"M 1.4 - 2km W of Walker, CA"
2.61,"7 km ESE of La Parguera, Puerto Rico",1635002973690,1635004149503,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021296005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021296005&format=geojson,,,,,reviewed,0,105,pr,2021296005,",pr2021296005,",",pr,",",origin,phase-data,",15.0,0.0674,0.12,220.0,md,earthquake,"M 2.6 - 7 km ESE of La Parguera, Puerto Rico"
3.19,"17 km N of P?hala, Hawaii",1635002631260,1635108354040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72767022,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72767022&format=geojson,11.0,3.1,,,reviewed,0,160,hv,72767022,",hv72767022,us6000fx1c,",",hv,us,",",dyfi,origin,phase-data,",53.0,,0.13,65.0,ml,earthquake,"M 3.2 - 17 km N of P?hala, Hawaii"
1.82,"15km W of Searles Valley, CA",1635001842690,1635101690220,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840735,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840735&format=geojson,,,,,reviewed,0,51,ci,39840735,",ci39840735,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.07892,0.15,64.0,ml,earthquake,"M 1.8 - 15km W of Searles Valley, CA"
0.8,"9km WNW of Cobb, CA",1635001687120,1635004212028,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643505,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643505&format=geojson,,,,,automatic,0,10,nc,73643505,",nc73643505,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.008446,0.02,95.0,md,earthquake,"M 0.8 - 9km WNW of Cobb, CA"
4.1,"146 km W of Waingapu, Indonesia",1635001095229,1635108086423,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000fx19,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000fx19&format=geojson,1.0,5.3,,,reviewed,0,259,us,6000fx19,",us6000fx19,",",us,",",dyfi,origin,phase-data,",,3.454,0.8,86.0,mb,earthquake,"M 4.1 - 146 km W of Waingapu, Indonesia"
1.7,"15 km W of Homer, Alaska",1635000922489,1635001202281,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021dlrqmq6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021dlrqmq6&format=geojson,,,,,automatic,0,44,ak,021dlrqmq6,",ak021dlrqmq6,",",ak,",",origin,",,,0.89,,ml,earthquake,"M 1.7 - 15 km W of Homer, Alaska"
1.88999999,"0 km S of P?hala, Hawaii",1635000897790,1635001095080,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72766987,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72766987&format=geojson,,,,,automatic,0,55,hv,72766987,",hv72766987,",",hv,",",origin,phase-data,",46.0,,0.119999997,84.0,md,earthquake,"M 1.9 - 0 km S of P?hala, Hawaii"
1.35,"2 km NNE of Quinton, Oklahoma",1635000864750,1635379270677,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021uucx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021uucx&format=geojson,,,,,reviewed,0,28,ok,2021uucx,",ok2021uucx,",",ok,",",origin,phase-data,",21.0,0.1034796938,0.21,182.0,ml,earthquake,"M 1.4 - 2 km NNE of Quinton, Oklahoma"
4.5,"153 km E of Melekeok Village, Palau",1635000643800,1635787063040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fpgv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fpgv&format=geojson,,,,,reviewed,0,312,us,7000fpgv,",us7000fpgv,",",us,",",origin,phase-data,",,10.372,1.23,109.0,mb,earthquake,"M 4.5 - 153 km E of Melekeok Village, Palau"
0.84,"6km NW of The Geysers, CA",1634999899190,1635002651922,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643500,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643500&format=geojson,,,,,automatic,0,11,nc,73643500,",nc73643500,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.0119,0.02,82.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
0.61,"3km W of Lake Henshaw, CA",1634999559180,1635101224712,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37483077,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37483077&format=geojson,,,,,reviewed,0,6,ci,37483077,",ci37483077,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.02819,0.13,62.0,ml,earthquake,"M 0.6 - 3km W of Lake Henshaw, CA"
0.73,"3km W of Lake Henshaw, CA",1634999549040,1635100750229,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840727,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840727&format=geojson,,,,,reviewed,0,8,ci,39840727,",ci39840727,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.02905,0.13,40.0,ml,earthquake,"M 0.7 - 3km W of Lake Henshaw, CA"
1.07,"9km SE of Valle Vista, CA",1634999506360,1635086768410,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840719,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840719&format=geojson,,,,,reviewed,0,18,ci,39840719,",ci39840719,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",43.0,0.07721,0.21,68.0,ml,earthquake,"M 1.1 - 9km SE of Valle Vista, CA"
4.3,"41 km NNE of Massawa, Eritrea",1634998824282,1635787367040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fph3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fph3&format=geojson,,,,,reviewed,0,284,us,7000fph3,",us7000fph3,",",us,",",origin,phase-data,",,5.418,1.01,119.0,mb,earthquake,"M 4.3 - 41 km NNE of Massawa, Eritrea"
1.49,"4km ENE of Westmorland, CA",1634998758190,1635092795377,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39840711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39840711&format=geojson,,,,,reviewed,0,34,ci,39840711,",ci39840711,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.01988,0.25,74.0,ml,earthquake,"M 1.5 - 4km ENE of Westmorland, CA"
1.3,"24 km W of Tyonek, Alaska",1634998736267,1635000460570,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021dlrirrz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021dlrirrz&format=geojson,,,,,automatic,0,26,ak,021dlrirrz,",ak021dlrirrz,",",ak,",",origin,",,,0.79,,ml,earthquake,"M 1.3 - 24 km W of Tyonek, Alaska"
4.9,Southwest Indian Ridge,1634998672692,1635002232040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000fx15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000fx15&format=geojson,,,,,reviewed,0,369,us,6000fx15,",us6000fx15,",",us,",",origin,phase-data,",,12.942,0.81,56.0,mb,earthquake,M 4.9 - Southwest Indian Ridge
3.08,"13 km N of Levittown, Puerto Rico",1634998566150,1635002442135,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021296004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021296004&format=geojson,2.0,2.0,,,reviewed,0,146,pr,2021296004,",pr2021296004,",",pr,",",dyfi,origin,phase-data,",15.0,0.2884,0.21,202.0,md,earthquake,"M 3.1 - 13 km N of Levittown, Puerto Rico"
4.2,"67 km NNE of Kungurtug, Russia",1634998562236,1635788097040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fpgu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fpgu&format=geojson,,,,,reviewed,0,271,us,7000fpgu,",us7000fpgu,",",us,",",origin,phase-data,",,3.615,1.19,56.0,mb,earthquake,"M 4.2 - 67 km NNE of Kungurtug, Russia"
2.42,"21 km ESE of Honaunau-Napoopoo, Hawaii",1634997369690,1635461564660,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72766952,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72766952&format=geojson,,,,,reviewed,0,90,hv,72766952,",hv72766952,",",hv,",",origin,phase-data,",41.0,,0.13,107.0,ml,earthquake,"M 2.4 - 21 km ESE of Honaunau-Napoopoo, Hawaii"
2.75,"4km ENE of El Sobrante, CA",1634996085010,1635900499565,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643495,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643495&format=geojson,326.0,4.1,,,reviewed,0,250,nc,73643495,",nc73643495,us6000fx0z,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",113.0,0.02435,0.16,46.0,md,earthquake,"M 2.8 - 4km ENE of El Sobrante, CA"
0.46,"7km WNW of Cobb, CA",1634995894760,1635000190705,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73643490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73643490&format=geojson,,,,,automatic,0,3,nc,73643490,",nc73643490,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.008357,0.01,76.0,md,earthquake,"M 0.5 - 7km WNW of Cobb, CA"
